		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
		Agriculture	Agricultural services	Forestry	Fisheries	Mining	Livestock products	Seafood products	Flour and grain mill products	Miscellaneous foods and related products	Beverages	Prepared animal foods and organic fertilizers	Tobacco	Textile products (except chemical fibers)	Chemical fibers	"Pulp, paper, and coated and glazed paper"	Paper products	Chemical fertilizers	Basic inorganic chemicals	Basic organic chemicals	Organic chemicals	Pharmaceutical products	Miscellaneous chemical products	Petroleum products	Coal products	Glass and its products	Cement and its products	Pottery	"Miscellaneous ceramic, stone and clay products"	Pig iron and crude steel	Miscellaneous iron and steel	Smelting and refining of non-ferrous metals	Non-ferrous metal products	Fabricated constructional and architectural metal products	Miscellaneous fabricated metal products	General-purpose machinery	Production machinery	Office and service industry machines	Miscellaneous business oriented machinery	Ordnance	Semiconductor devices and integrated circuits	Miscellaneous electronic components and devices	Electrical devices and parts	Household electric appliances	Electronic equipment and electric measuring instruments	Miscellaneous electrical machinery equipment	Image and audio equipment	Communication equipment	"Electronic data processing machines, digital and analog computer equipment and accessories"	Motor vehicles (including motor vehicles bodies)	Motor vehicle parts and accessories	Other transportation equipment	Printing	Lumber and wood products	Furniture and fixtures	Plastic products	Rubber products	Leather and leather products	Watches and clocks	Miscellaneous manufacturing industries	Electricity	"Gas, heat supply"	Waterworks	Water supply for industrial use	Sewage disposal	Waste disposal	Construction	Civil engineering	Wholesale	Retail	Railway	Road transportation	Water transportation	Air transportation	Other transportation and packing	Mail	Hotels	Eating and drinking services	Communications	Broadcasting	Information services	"Image information, sound information and character information production"	Finance	Insurance	Housing	Real estate	Research	Advertising	Rental of office equipment and goods	Automobile maintenance services	Other services for businesses	Public administration	Education	"Medical service, health and hygiene"	Social insurance and social welfare	Nursing care	Entertainment	"Laundry, beauty and bath services"	Other services for individuals	Membership organizations	Activities not elsewhere classified
30	Miscellaneous iron and steel	0.000404873	0.001087704	0.000615385	0.000653016	0.003827862	0.000343583	0.000657341	0.000100457	0.000607542	0.003399382	0.00023408	0.000287596	0.001005389	0.001361274	0.001378229	0.000706307	0.001871302	0.003245502	0.000280914	0.000832083	0.001039027	0.001155029	0.000137852	0.000333932	0.003047412	0.012814025	0.006693718	0.00614308	0.073889158	0.135999416	0.001791999	0.003479382	0.171220239	0.148680166	0.083734436	0.069379102	0.018199161	0.013599476	0.022274276	0.002316763	0.007004383	0.038753278	0.033568829	0.007379619	0.020158024	0.007397879	0.009514196	0.005393853	0.025088247	0.029761294	0.068702345	0.000713975	0.004188779	0.038015121	0.002740309	0.004679577	0.002517976	0.007489458	0.00820342	0.00223067	0.000402031	0.000659931	0.002402114	0.001626659	0.001554761	0.016931943	0.02448928	0.000704093	0.001160419	0.005703818	0.000441732	0.000125142	0.000233805	0.003531114	0.000407313	0.000700035	0.000484981	0.000350682	0.000182576	0.000215589	0.000147374	0.000159529	0.000240467	8.48723E-05	0.000628125	0.000613816	9.78475E-05	0.000357314	0.001140482	0.00037819	0.000751228	0.000744391	0.000243237	0.000478318	0.000682655	0.001169794	0.001148012	0.001585459	0.000283346	0.007705758
31	Smelting and refining of non-ferrous metals	0.002038251	0.000208839	0.00022069	8.10132E-05	0.000597093	7.71084E-05	8.0481E-05	1.66437E-05	0.000247089	0.000285102	9.48974E-05	9.10114E-05	0.000260142	0.001349866	0.000395805	0.000185421	0.023177967	0.049882216	0.000651662	0.003512407	0.000939342	0.009007743	3.33538E-05	7.99081E-05	0.011586513	0.000400923	0.061119565	0.023749001	0.007657732	0.010803357	0.232664825	0.564865992	0.007030762	0.034168929	0.00468441	0.004215881	0.000730847	0.038298047	0.001892324	0.02371485	0.028951266	0.016382095	0.004028549	0.0031782	0.070589331	0.007469431	0.013516025	0.002310021	0.001166369	0.009712658	0.001751306	-0.000164342	0.000420549	0.001859003	0.00151359	0.00174143	0.000575227	0.007475472	0.023616661	0.000237408	5.5001E-05	0.000316865	0.000411791	0.000419134	0.000426049	0.001053873	0.001240723	0.000127668	0.000205557	0.000269335	7.19497E-05	1.95273E-05	0.000160287	0.00012717	5.00608E-05	0.000112034	5.65156E-05	0.000103789	8.76367E-05	0.000102447	0.00022386	4.94439E-05	0.000121257	1.52548E-06	6.14156E-05	7.57536E-05	2.02764E-05	7.0321E-05	0.000335678	0.000139839	0.000129982	0.000120504	0.000156112	0.000140191	0.000223517	0.000159084	0.000195231	0.000225079	4.96482E-05	0.00445042
32	Non-ferrous metal products	0.000440582	0.000336463	0.00024191	0.000184121	0.002004256	0.000659925	0.000714208	8.7974E-05	0.003839562	0.005298412	0.000266767	0.001478024	0.00046231	0.001212978	0.000349874	0.001165386	0.004621984	0.00345505	0.000178931	0.001160216	0.002844352	0.004206088	3.97033E-05	0.000110189	0.004101006	0.000905613	0.006604059	0.006514566	0.000710572	0.003133606	0.00690904	0.079705415	0.109347849	0.069617146	0.063937362	0.033931976	0.020944673	0.036068332	0.119513322	0.027521828	0.061127575	0.093608025	0.069526999	0.032235213	0.059297702	0.033204902	0.067474884	0.032478906	0.01435096	0.041268614	0.026065265	0.005515685	0.003576755	0.019996204	0.004215631	0.004286173	0.004205671	0.025090734	0.026008923	0.000990052	9.19957E-05	0.001183946	0.000480423	0.000475135	0.000628173	0.015963885	0.027557349	0.000483717	0.001834721	0.003314406	0.000273605	0.000178475	0.00023466	0.000342053	0.000104672	0.001345372	0.000730842	0.000142826	0.00014809	0.000214463	0.000673211	9.10875E-05	0.000195877	1.17878E-05	9.60248E-05	0.000211685	4.91098E-05	0.000247551	0.005739402	0.000395813	0.000890683	0.000209803	0.003558919	0.000552736	0.001717038	0.000308643	0.002318023	0.001434085	0.000597785	0.010273173
33	Fabricated constructional and architectural metal products	0.000121015	0.000142127	0.000424403	0.00066529	0.000821479	8.10627E-05	0.000167709	1.66437E-05	0.000161497	0.000915588	5.69384E-05	9.46518E-05	0.000329018	0.000110271	0.000489936	0.000189487	0.000167501	0.000267148	3.2399E-05	0.000113316	0.000432481	0.000300856	9.94495E-06	4.37392E-05	0.001169988	0.000555227	0.000614808	0.0004414	0.000645255	0.000838763	0.000161472	0.000504448	0.02140285	0.003230726	0.002051661	0.001433835	0.000901199	0.000950312	0.000869573	0.00043542	0.00083922	0.001040001	0.000936386	0.000444326	0.000855197	0.000570862	0.000911339	0.000512885	0.000404437	0.000522252	0.006359844	0.000208167	0.002003178	0.003982822	0.000562689	0.000455028	0.00045584	0.000713282	0.010354778	0.000145297	4.71437E-05	0.000181768	0.000308843	0.000351757	0.000306592	0.118329029	0.072429849	0.000249411	0.000234743	0.002913036	0.000237874	0.000560831	0.000271419	0.000382768	0.000109223	0.00014802	0.000122088	0.000146434	8.76367E-05	0.000292002	0.000137814	0.000146193	0.000217262	8.01572E-05	0.000205516	0.000312218	3.75764E-05	0.001857668	0.000730544	0.000224781	0.000285815	0.000276776	0.000112047	0.000375181	0.000288946	0.000338173	0.000225936	0.000369716	0.000480936	0.001730985
34	Miscellaneous fabricated metal products	0.002971988	0.000574308	0.002656764	0.00385672	0.033673017	0.005849912	0.012443705	0.000379239	0.008274411	0.09572117	0.002558011	0.000859147	0.004014122	0.002467784	0.002553736	0.002713811	0.00636766	0.017797627	0.001199499	0.005937898	0.022608609	0.019512594	0.000547126	0.001943028	0.018618537	0.015942569	0.030123013	0.016802426	0.001489615	0.004768966	0.001654616	0.004338631	0.065325476	0.105070115	0.054263471	0.052157319	0.065412405	0.040247558	0.021282161	0.016849931	0.031225988	0.044472337	0.036707023	0.025212959	0.028986906	0.024332425	0.028513031	0.02731581	0.008191208	0.015281069	0.026298714	0.002675124	0.016350582	0.077987227	0.007153944	0.038702109	0.020773301	0.02565017	0.030731442	0.000807643	0.001737441	0.003060575	0.001269689	0.002492928	0.001138251	0.062985741	0.01553317	0.011420538	0.004868544	0.002548906	0.004180913	0.002266212	0.000463764	0.015097336	0.001440384	0.002400462	0.004521038	0.001177297	0.000378947	0.001176873	0.001073593	0.000556338	0.000894072	0.002498878	0.000798151	0.000914706	0.000191416	0.007418734	0.009318958	0.001266918	0.015197003	0.000981559	0.00080528	0.001916976	0.002232527	0.001688644	0.009580978	0.014521153	0.005356996	0.005718319
35	General-purpose machinery	0.000530848	0.000896268	0.000993103	0.001623947	0.005647666	0.000168496	0.000267467	7.19247E-05	0.00029878	0.001091483	0.000110714	0.000338562	0.000329018	0.000562761	0.00018968	0.000254953	0.000790396	0.000660422	0.000138432	0.000311745	0.000589676	0.00068083	4.43698E-05	0.000158134	0.007530856	0.001222982	0.009698591	0.003306849	0.00055896	0.001108289	0.000399351	0.00138454	0.004386965	0.006387186	0.18221013	0.065875999	0.036799213	0.012659299	0.013962663	0.003843769	0.004491735	0.022306656	0.047942806	0.007872186	0.003179274	0.007264107	0.005447879	0.00350947	0.005925519	0.015659384	0.034487388	0.000372874	0.00090237	0.010840656	0.001422738	0.001086124	0.000998508	0.020950902	0.002280958	0.000885649	0.000195777	0.001793114	0.001853059	0.017011234	0.001142793	0.011103389	0.011163382	0.002940624	0.00996164	0.006541541	0.002918122	0.000396004	0.005722458	0.000779861	0.00067582	0.000297719	0.000175444	0.000476673	0.000415463	0.001154357	0.000349081	0.000361582	0.000594456	3.84144E-05	0.000191924	0.000797182	0.000117194	0.005315592	0.057073412	0.001169286	0.002546563	0.000626047	0.000436932	0.000599055	0.000788173	0.000844957	0.000573777	0.000755678	0.000491468	0.000549636
36	Production machinery	0.00117428	0.001299443	0.001549072	0.001239748	0.005153257	0.000244945	0.000402405	0.000101051	0.000612879	0.001420268	0.000311052	0.000473259	0.000693218	0.000570366	0.000270202	0.000473311	0.002279586	0.001037806	0.000232684	0.000507126	0.000861638	0.000791954	7.60407E-05	0.000261594	0.004403329	0.002065931	0.011765881	0.004470351	0.001633184	0.00253358	0.000487427	0.001855733	0.00405923	0.006439447	0.019378411	0.196273776	0.00919631	0.006622374	0.011518902	0.006595952	0.006256221	0.010265089	0.00660798	0.013554481	0.004963006	0.005025767	0.003646698	0.004741535	0.0041135	0.005708867	0.01185816	0.000759991	0.001257469	0.002926209	0.005708103	0.001086674	0.000835708	0.006006951	0.003868176	0.001035831	0.000321166	0.000737715	0.002402114	0.00262418	0.001532051	0.002815049	0.002816997	0.00452873	0.015380605	0.003103376	0.003935697	0.000464245	0.004028546	0.001057072	0.000739534	0.000463251	0.000295355	0.000765747	0.000632526	0.001807175	0.00049459	0.000535454	0.000989394	4.99249E-05	0.000253717	0.001050638	0.000188626	0.004992012	0.087668027	0.001244713	0.001988742	0.000942431	0.000738956	0.000928844	0.00132938	0.000970065	0.000764425	0.001008496	0.000696078	0.000788205
37	Office and service industry machines	0.00033643	0.000707733	0.000538992	0.000283546	0.001540272	0.000123681	0.000154215	4.81479E-05	0.000204985	0.000284228	6.53737E-05	0.000262113	0.000240322	0.000307998	0.000110292	0.000259833	0.000230314	0.000337659	8.4311E-05	0.000138596	0.000349154	0.000315962	1.53764E-05	0.000134582	0.000370345	0.000438656	0.000350953	0.000518619	0.000100904	0.000128469	8.61936E-05	0.0001637	0.000332484	0.000649646	0.002850307	0.00189405	0.150950504	0.001375389	0.000615064	0.001078727	0.001142804	0.001016915	0.001755991	0.001207297	0.001036436	0.00198013	0.002635045	0.003712504	0.000591208	0.000639197	0.001010664	0.000503617	0.000318197	0.000495205	0.000395016	0.000314723	0.00039072	0.001314676	0.000623096	0.000339368	0.000216403	0.000282477	0.001235373	0.000621263	0.000941123	0.000598104	0.001380021	0.001860307	0.004426716	0.000383314	0.001264503	0.000189813	0.001412662	0.000695919	0.000603005	0.000389361	0.000123141	0.000894698	0.000722191	0.00108301	0.00043023	0.000684163	0.001357715	9.56893E-06	0.000268064	0.001301262	0.000159607	0.032632571	0.035198194	0.001251057	0.001014482	0.000871377	0.000452358	0.000845779	0.001634211	0.009839099	0.000602649	0.001291033	0.000622358	0.000298292
38	Miscellaneous business oriented machinery	0.000258232	0.009539887	0.000415915	0.000438208	0.000998325	7.53509E-05	9.78301E-05	2.85321E-05	0.000140643	0.00033257	6.43193E-05	0.000196585	0.000167978	0.00049812	7.74031E-05	0.000146791	0.000269572	0.000225437	7.51068E-05	0.000163876	0.000429924	0.000261168	1.01745E-05	8.74783E-05	0.000444414	0.000293111	0.000504655	0.000403834	8.53948E-05	0.000112088	8.24297E-05	0.000226697	0.000312389	0.000429346	0.00432018	0.009200223	0.004489334	0.025977379	0.004564671	0.000971569	0.001264963	0.002657149	0.000688757	0.003862462	0.000624643	0.00489355	0.001197951	0.001381283	0.000687589	0.000844813	0.002699556	0.000330145	0.000230466	0.000350439	0.000354622	0.000501246	0.00042328	0.000762232	0.001014437	0.00021046	0.000133574	0.000266101	0.000789266	0.000506636	0.000742634	0.00077344	0.000918744	0.005360384	0.004936368	0.000891892	0.000490922	0.000154538	0.001688783	0.000520745	0.000398211	0.000308274	0.000188783	0.000529215	0.000361095	0.000609193	0.001629045	0.000349756	0.00068955	7.35005E-06	0.000121573	0.000293103	8.42679E-05	0.00679856	0.007505477	0.001150165	0.00227536	0.000386718	0.023365083	0.008883615	0.010678158	0.000470267	0.000284597	0.001263295	0.000303907	0.00021781
39	Ordnance	1.28951E-05	2.03038E-05	1.27321E-05	0.001175919	3.04251E-05	5.71173E-06	8.67459E-06	1.18884E-06	7.11616E-06	5.15455E-05	2.10883E-06	7.28091E-06	6.93713E-06	7.60488E-06	4.25292E-06	6.91261E-06	1.04688E-05	1.19174E-05	2.57719E-06	0.000244798	3.29728E-05	0.000100371	7.64997E-07	2.52341E-06	1.66277E-05	1.21288E-05	2.5617E-05	2.5044E-05	3.61013E-05	3.5492E-05	1.88196E-06	5.85479E-06	4.64016E-05	6.20139E-05	0.000445793	0.000365859	8.54446E-05	0.000108505	0.095353791	2.64324E-05	3.09286E-05	7.24746E-05	0.000128716	0.000314837	3.96198E-05	4.35535E-05	0.000302735	5.137E-05	2.25584E-05	2.90683E-05	0.004737088	1.2417E-05	1.81031E-05	4.85495E-05	7.6537E-06	2.64103E-05	1.628E-05	2.09789E-05	4.32E-05	4.01851E-06	3.92864E-06	5.73141E-06	3.43159E-05	7.87517E-06	1.0901E-05	0.000112464	0.000208681	7.87782E-05	6.78703E-05	0.003771825	4.08694E-05	0.000247555	0.004448711	2.43785E-05	4.55098E-06	9.83599E-06	2.30977E-05	7.0303E-06	8.52023E-06	8.0494E-05	2.40183E-05	2.79301E-05	2.41149E-05	1.24812E-06	3.07078E-05	2.69031E-05	2.38108E-05	0.000117807	0.000211819	0.000100011	0.010626132	2.56852E-05	1.90932E-05	2.00714E-05	1.28589E-05	9.52601E-06	1.69567E-05	2.77386E-05	1.55464E-05	5.74866E-06
40	Semiconductor devices and integrated circuits	0.001603785	0.000307458	0.000445623	0.000309323	0.00059329	6.217E-05	0.000117589	2.67489E-05	0.000145091	0.000250156	6.74826E-05	0.000141978	0.000346361	0.001969664	0.000106607	0.000304968	0.005286754	0.000479675	8.57837E-05	0.000530628	0.000755307	0.000670332	1.20104E-05	-5.04683E-06	0.00154638	0.000241227	0.000827429	0.000826451	7.87022E-05	0.000180038	0.000662072	0.001648942	0.000435518	0.003169212	0.005890517	0.007263191	0.119035067	0.078592704	0.048241294	0.073770644	0.104809159	0.043336775	0.106214417	0.19233982	0.133089068	0.118202732	0.121840823	0.170898307	0.00172908	0.011030197	0.003369681	0.000436054	0.000217933	0.001044255	0.00164257	0.000440172	0.001188441	0.042761939	0.019178753	0.00022157	9.42874E-05	0.000253001	0.000583371	0.000397258	0.000422415	0.000321245	0.000566495	0.000818524	0.002267376	0.000442372	0.000584163	5.6692E-05	0.00042444	0.000284248	0.000166111	0.000173449	8.12982E-05	0.000339674	0.000278733	0.000589914	0.000410176	0.000260807	0.000496631	9.15289E-06	0.000106848	0.000353281	8.85464E-05	0.000752253	0.011793108	0.000566227	0.000471354	0.000425126	0.000149178	0.000353875	0.000530996	0.000440737	0.000300637	0.000452932	0.00031143	0.000178208
41	Miscellaneous electronic components and devices	0.00057813	0.000701931	0.000696021	0.000467667	0.001353918	0.000300525	0.000289153	0.000130178	0.000489335	0.000508757	0.000138128	0.000666203	0.000567854	0.004756853	0.000381345	0.000858384	0.005859922	0.002027942	0.000186294	0.001041819	0.002551942	0.001739329	3.85558E-05	0.000127012	0.003419269	0.000602395	0.003773382	0.00263901	0.000393833	0.000770054	0.007493576	0.018566931	0.001814414	0.011465827	0.017582989	0.015714459	0.125037147	0.179889754	0.072315987	0.306222755	0.247996076	0.066942108	0.108440518	0.321099135	0.032164916	0.295910479	0.253050297	0.28029201	0.001929761	0.010927175	0.004466848	0.003120673	0.000486695	0.00172483	0.002875241	0.000894099	0.001231855	0.088146237	0.020017849	0.000505072	0.000316583	0.000456057	0.001269689	0.000793642	0.001300404	0.001510745	0.001340069	0.004892305	0.017054522	0.000694404	0.003322656	0.000220259	0.001000618	0.000883156	0.001014868	0.000477885	0.00022522	0.001296535	0.00360568	0.003628704	0.0064826	0.001311585	0.001864811	1.23425E-05	0.000315762	0.001364272	0.000766782	0.002117933	0.09648251	0.001485355	0.00847409	0.001588162	0.000552195	0.001337066	0.001659929	0.001321893	0.000873956	0.001262898	0.001632876	0.000709001
42	Electrical devices and parts	0.000376437	0.000719335	0.000471088	0.001526976	0.002074614	0.000125658	0.000185058	4.75535E-05	0.000243926	0.000489828	7.69723E-05	0.000280315	0.000288386	0.000615995	0.000147435	0.000272032	0.000554847	0.000370432	8.17338E-05	0.000157016	0.000405131	0.00037767	1.37699E-05	0.000156452	0.001127663	0.000600373	0.001782942	0.000782624	0.000432637	0.000405427	0.000182926	0.002674466	0.003488892	0.002631091	0.037133801	0.028626458	0.024359233	0.014063901	0.005189162	0.006210182	0.006878941	0.157848326	0.035700312	0.025578576	0.009727492	0.012278985	0.021480721	0.015240591	0.025814545	0.037385065	0.014084248	0.000652986	0.00053613	0.001337317	0.000905688	0.00053811	0.002094695	0.009419515	0.001929768	0.000307692	0.000246195	0.000294758	0.001304005	0.000578387	0.000783058	0.005356768	0.006137817	0.002295401	0.005962761	0.001541908	0.001354073	0.000156218	0.001971316	0.000698934	0.000288987	0.000427986	0.00017418	0.000915326	0.000703122	0.001223312	0.000449818	0.000499723	0.001256478	1.45614E-05	0.000218604	0.000404963	0.000152724	0.000772493	0.031011677	0.001363403	0.001159879	0.000722787	0.000507979	0.000842691	0.001596391	0.000596011	0.000403294	0.000544865	0.000431789	0.001017832
43	Household electric appliances	0.000169951	0.000327761	0.000411671	0.000401384	0.000808168	8.83122E-05	0.000159034	5.5281E-05	0.00013669	0.000337521	5.37752E-05	0.00016018	0.000263611	0.000239554	0.000127871	0.000179728	0.000272189	0.000234375	5.74346E-05	0.00014228	0.000319504	0.00021892	2.19554E-05	6.14031E-05	0.00042174	0.000294459	0.00063274	0.00037879	0.000172077	0.000182313	0.000101626	0.00015199	0.000427845	0.001127503	0.004378463	0.00180423	0.0022092	0.000763707	0.001185353	0.000923705	0.001315244	0.001021078	0.086235335	0.000729329	0.000649933	0.000647081	0.000537399	0.000759135	0.000678055	0.000954979	0.001670059	0.000245052	0.000236733	0.00089331	0.000350795	0.000286112	0.000504681	0.001167824	0.000796404	0.000312893	0.000108365	0.000315228	0.000686318	0.000673764	0.000668597	0.004813198	0.000555363	0.000897089	0.002305411	0.00040626	0.001044494	0.000129552	0.000137633	0.000373971	0.000589352	0.000264132	0.000187028	0.000178348	0.00026007	0.000579078	0.001229129	0.000358814	0.000464781	1.01237E-05	0.000172039	0.000487088	0.000122402	0.001791239	0.012542011	0.000561997	0.00207834	0.000419605	0.000146063	0.000529886	0.000436067	0.00082146	0.000604482	0.000557546	0.000453354	0.000231224
44	Electronic equipment and electric measuring instruments	6.87738E-05	0.000217541	0.000118833	5.03264E-05	0.000287137	2.15288E-05	2.89153E-05	9.5107E-06	3.99296E-05	7.45517E-05	1.58162E-05	5.46068E-05	5.50015E-05	0.000190122	2.55175E-05	4.14757E-05	0.000136095	8.83873E-05	1.9513E-05	4.16677E-05	0.000152595	7.86065E-05	4.74298E-06	2.35519E-05	0.000379415	9.16394E-05	0.00043805	0.000153394	6.84703E-05	8.63031E-05	4.59197E-05	0.00017377	0.000138474	0.000281313	0.002133573	0.009491459	0.003333414	0.0068525	0.001472855	0.000601515	0.000889673	0.005240878	0.000577516	0.045291414	0.000506627	0.002219675	0.001936874	0.000985815	0.000164004	0.000289584	0.002187545	8.07102E-05	7.72863E-05	0.000142118	0.000164129	8.47331E-05	5.96934E-05	0.000258739	0.000313581	0.000105663	3.96138E-05	7.69647E-05	0.000274527	0.000181129	0.000159882	0.000273373	0.000941541	0.000421965	0.001114462	0.000135796	0.000294651	2.30968E-05	0.000191489	0.000118123	7.05402E-05	5.78164E-05	2.1834E-05	0.000148191	9.8997E-05	0.000245282	9.28084E-05	0.000124428	0.000222722	2.21888E-06	4.29154E-05	0.00012602	2.88334E-05	0.000421407	0.005544024	0.000377485	0.001749171	0.000120985	0.000556516	0.000205655	0.000274197	0.000121933	7.19513E-05	9.55E-05	0.000111834	7.09001E-05
45	Miscellaneous electrical machinery equipment	0.000260382	0.000339364	0.000348011	0.001611672	0.00110101	6.17306E-05	8.48183E-05	3.15042E-05	0.000106149	0.000170362	4.63943E-05	0.000214787	0.000128337	0.000334615	9.07289E-05	0.000128493	0.000635981	0.000307866	5.22802E-05	0.000150283	0.000246657	0.000220969	1.38464E-05	6.47676E-05	0.000572901	0.000264811	0.001034926	0.000664709	0.000147366	0.00017655	0.000553295	0.001589926	0.000529052	0.001220274	0.00277417	0.003314049	0.006730777	0.007225709	0.013609177	0.049085297	0.018079595	0.013772064	0.011537966	0.007006386	0.091058834	0.015403951	0.025390297	0.006590041	0.016105619	0.004293619	0.005802939	0.000266599	0.000196349	0.00136733	0.000386228	0.00020523	0.000320174	0.021580269	0.003690802	0.000282636	0.000110002	0.000212062	0.000686318	0.000808517	0.000522796	0.007974861	0.002917335	0.001690848	0.002409834	0.001538898	0.000836966	0.000303827	0.001066443	0.000575534	0.000286712	0.000480524	0.000253513	0.000387684	0.001325504	0.000634383	0.001208375	0.000360576	0.000609015	6.65665E-06	0.000246921	0.002145171	7.94313E-05	0.000993835	0.010530138	0.000795943	0.001245382	0.003604332	0.00030529	0.000522784	0.000665636	0.001952197	0.000320802	0.000637195	0.000307418	0.002084528
46	Image and audio equipment	0.000338248	0.00090497	0.00050504	0.000537633	0.002137366	0.000173109	0.000255419	9.68903E-05	0.000254304	0.000350626	9.3843E-05	0.000353124	0.000318117	0.00048291	0.000235328	0.00032042	0.000361174	0.000370432	0.000101247	0.000177215	0.000395418	0.000314938	2.37914E-05	0.000190938	0.000397554	0.000583528	0.000317651	0.000680362	0.000124778	0.000128772	0.00014604	0.000191334	0.000340522	0.000353579	0.000680503	0.001132166	0.000810918	0.001015296	0.001359739	0.001239107	0.000770278	0.000993451	0.000508896	0.000884843	0.001137171	0.021075243	0.004136179	0.001952061	0.016050395	0.000321217	0.002228716	0.00073187	0.00050062	0.000526982	0.000306715	0.000392303	0.00037444	0.000405592	0.000770992	0.000344332	0.000350631	0.000433131	0.001612848	0.000336882	0.00110691	0.001306068	0.001960088	0.001646069	0.00160651	0.0006124	0.001023937	0.0002843	0.001859756	0.000964333	0.000935226	0.000556333	0.000227396	0.001051862	0.001010256	0.001339269	0.000822218	0.000879296	0.001809756	5.96325E-06	0.000389637	0.000572046	0.000250943	0.001000063	0.003953323	0.001709695	0.001370466	0.00088482	0.000694339	0.001237018	0.001898575	0.001380001	0.000928951	0.000849593	0.00074021	0.00032927
47	Communication equipment	0.00012085	0.000388673	0.000348011	0.001202923	0.000699778	9.24861E-05	0.000117107	3.15042E-05	0.000146968	0.00046391	4.00678E-05	0.000141978	0.000155094	0.000235751	6.71961E-05	0.000110195	0.000248634	0.000187699	4.38123E-05	0.000105567	0.0006569	0.000304184	1.23929E-05	6.81322E-05	0.00197719	0.000197429	0.000225429	0.0004174	6.10055E-05	9.41902E-05	0.000116305	0.000882199	0.001346744	0.000923458	0.00284138	0.001708172	0.004037929	0.003067349	0.003709237	0.002937924	0.002876016	0.005268127	0.00242088	0.004181742	0.001599964	0.006239044	0.007825868	0.008198005	0.005424753	0.003106155	0.007628703	0.000309328	0.000187297	0.000862415	0.000272557	0.000317474	0.000385294	0.001636352	0.000981402	0.000137733	0.000126371	0.000168667	0.000686318	0.000122503	0.000381082	0.00242352	0.005403737	0.001956271	0.001514503	0.003660479	0.001026384	0.000411542	0.004198236	0.000491089	0.000216171	0.000324588	0.000539461	0.000371958	0.000419926	0.002141113	0.000687669	0.000799658	0.000892935	2.35756E-06	0.000785566	0.000757536	0.000584108	0.001013556	0.004002099	0.002626003	0.004786998	0.00068966	0.000294537	0.000632404	0.000615335	0.000524883	0.000324926	0.000327315	0.000428279	0.000264758
48	"Electronic data processing machines, digital and analog computer equipment and accessories"	0.000213926	0.000368369	0.000224934	0.000146069	0.000876624	6.04126E-05	8.43363E-05	2.43712E-05	0.000109213	0.000179099	3.26869E-05	0.000152899	0.000124868	0.000182517	7.65525E-05	0.000153297	0.00013086	0.00015294	4.82303E-05	7.73647E-05	0.00018659	0.000252719	7.19097E-06	7.90669E-05	0.000176859	0.000229772	0.000187004	0.000282788	3.26263E-05	4.48958E-05	8.05478E-05	0.00014637	0.000115821	0.000227051	0.000385758	0.000773792	0.00271918	0.001226344	0.000596212	0.001524506	0.001210536	0.000864207	0.000775705	0.001516421	0.000600619	0.003873153	0.004107517	0.039645433	0.000410376	0.00023334	0.000460547	0.000377987	0.000214452	0.000255105	0.000298069	0.000187623	0.00017908	0.021209642	0.000576338	0.00013529	0.000128008	0.000140829	0.000652002	0.000193379	0.000362006	0.000340525	0.000795761	0.00064976	0.000868369	0.00017567	0.000339436	7.39096E-05	0.000891196	0.00032823	0.000163835	0.000181846	5.28649E-05	0.000512842	0.0005315	0.000679274	0.000252775	0.000266343	0.000673398	5.54721E-06	0.000108736	0.000213809	9.00346E-05	0.000633408	0.003027127	0.000674961	0.000487491	0.000347831	0.000262481	0.000396488	0.000776827	0.000634432	0.000249309	0.000460064	0.000220157	0.000153936
49	Motor vehicles (including motor vehicles bodies)	1.37217E-05	2.61049E-05	4.24403E-05	0.00125325	0.000152126	1.31809E-05	2.31323E-05	3.56651E-06	2.29298E-05	0.000103673	6.32649E-06	1.82023E-05	0.00021406	3.04195E-05	1.41764E-05	2.35842E-05	9.68366E-05	3.07866E-05	6.62707E-06	2.35016E-05	6.95241E-05	8.39835E-05	1.68299E-06	6.7291E-06	0.000447437	0.000175867	0.000243361	0.000133568	0.000409277	0.00048172	1.09153E-05	7.14284E-05	0.000588241	0.000649646	0.003203685	0.002484913	0.000908722	0.000525235	0.001979517	0.000370053	0.000203714	0.000665896	0.001153754	0.000294525	0.000403363	0.000188213	0.001763116	0.000191618	0.085054629	0.05994194	0.009652001	3.43292E-05	6.33609E-05	0.00037692	0.000118065	6.43751E-05	0.002718763	0.001272718	0.001364103	8.27341E-06	9.8216E-06	2.86571E-05	3.43159E-05	0.000178504	0.00015216	0.000209575	0.000204716	0.001362499	0.005547432	0.004300715	0.000908915	0.000237057	0.004082829	6.33339E-05	5.23362E-05	6.06953E-05	4.84419E-05	5.14322E-05	6.00473E-05	0.000308607	0.000288452	4.06371E-05	5.34623E-05	1.66416E-06	2.00104E-05	0.00017841	3.83205E-05	0.001151603	0.033005739	0.000259499	0.001620314	0.000264294	2.47709E-05	0.000150381	0.000186832	0.000220368	0.000192939	0.000323749	0.000156467	2.84239E-05
