		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
		Agriculture	Agricultural services	Forestry	Fisheries	Mining	Livestock products	Seafood products	Flour and grain mill products	Miscellaneous foods and related products	Beverages	Prepared animal foods and organic fertilizers	Tobacco	Textile products (except chemical fibers)	Chemical fibers	"Pulp, paper, and coated and glazed paper"	Paper products	Chemical fertilizers	Basic inorganic chemicals	Basic organic chemicals	Organic chemicals	Pharmaceutical products	Miscellaneous chemical products	Petroleum products	Coal products	Glass and its products	Cement and its products	Pottery	"Miscellaneous ceramic, stone and clay products"	Pig iron and crude steel	Miscellaneous iron and steel	Smelting and refining of non-ferrous metals	Non-ferrous metal products	Fabricated constructional and architectural metal products	Miscellaneous fabricated metal products	General-purpose machinery	Production machinery	Office and service industry machines	Miscellaneous business oriented machinery	Ordnance	Semiconductor devices and integrated circuits	Miscellaneous electronic components and devices	Electrical devices and parts	Household electric appliances	Electronic equipment and electric measuring instruments	Miscellaneous electrical machinery equipment	Image and audio equipment	Communication equipment	"Electronic data processing machines, digital and analog computer equipment and accessories"	Motor vehicles (including motor vehicles bodies)	Motor vehicle parts and accessories	Other transportation equipment	Printing	Lumber and wood products	Furniture and fixtures	Plastic products	Rubber products	Leather and leather products	Watches and clocks	Miscellaneous manufacturing industries	Electricity	"Gas, heat supply"	Waterworks	Water supply for industrial use	Sewage disposal	Waste disposal	Construction	Civil engineering	Wholesale	Retail	Railway	Road transportation	Water transportation	Air transportation	Other transportation and packing	Mail	Hotels	Eating and drinking services	Communications	Broadcasting	Information services	"Image information, sound information and character information production"	Finance	Insurance	Housing	Real estate	Research	Advertising	Rental of office equipment and goods	Automobile maintenance services	Other services for businesses	Public administration	Education	"Medical service, health and hygiene"	Social insurance and social welfare	Nursing care	Entertainment	"Laundry, beauty and bath services"	Other services for individuals	Membership organizations	Activities not elsewhere classified
70	Railway	0.000404046	0.001540188	0.002257825	0.007849689	0.00741993	0.001452537	0.000439513	0.002642192	0.001521573	0.001758954	0.000742308	0.003240004	0.002897244	0.002311884	0.002035447	0.002712998	0.002203687	0.002515562	0.001142433	0.002216136	0.008632485	0.003594135	0.000441862	0.001121237	0.003491826	0.002555797	0.004014182	0.010511169	0.000722992	0.000920516	0.001195043	0.001498591	0.005191869	0.002042709	0.003152578	0.003602676	0.003332877	0.005456245	0.007182818	0.0036666	0.005648016	0.002884224	0.003555455	0.006122812	0.001968343	0.003207407	0.009602419	0.003683965	0.000842893	0.001002917	0.022261753	0.007054658	0.001948172	0.002349795	0.003888506	0.003131272	0.001340388	0.002181803	0.003302511	0.001427124	0.001266659	0.000701689	0.008819189	0.004185213	0.032693139	0.002474435	0.002848867	0.023424174	0.005558783	0.019641174	0.006177884	0.003942407	0.021441694	0.005899097	0.007484083	0.002773989	0.003423933	0.004493284	0.00637151	0.002288873	0.004253332	0.015107066	0.050478215	7.35005E-06	0.00144679	0.042119684	0.001758278	0.005469987	0.001933777	0.005430263	0.020087408	0.029434774	0.003782511	0.003860199	0.004790308	0.006912709	0.00474466	0.008415889	0.010290728	0.007321875
71	Road transportation	0.038242373	0.024004896	0.057175597	0.028609936	0.040009051	0.020209867	0.026664739	0.053139275	0.03189017	0.029399868	0.030961848	0.025829022	0.018349706	0.022461015	0.029055662	0.041513098	0.022911012	0.019760024	0.013105028	0.018456876	0.022480552	0.023905084	0.005636571	0.018219042	0.036150224	0.067914266	0.038192363	0.045315001	0.014595111	0.014830178	0.017252275	0.018569976	0.024589583	0.021958185	0.018407889	0.016724143	0.015869049	0.018262205	0.015576911	0.016592394	0.015785002	0.016008558	0.015017129	0.011161468	0.017502657	0.01105482	0.01231673	0.014946233	0.015643146	0.012096808	0.014812626	0.031501455	0.039420199	0.032240382	0.01659677	0.017611826	0.023502917	0.020699156	0.029422737	0.020285148	0.042111094	0.008400616	0.013383206	0.018509266	0.079666192	0.038421139	0.043561709	0.042301257	0.019911327	0.008139122	0.073498313	0.006093135	0.002662473	0.023030153	0.254331393	0.022076282	0.024187625	0.011773525	0.00985953	0.015147229	0.027468501	0.019970686	0.035068553	0.001001826	0.005538101	0.031121967	0.00650388	0.016407625	0.014464827	0.014682251	0.02857306	0.029820532	0.017212656	0.02149928	0.018032676	0.022320714	0.014887958	0.057323781	0.027318072	0.094310265
72	Water transportation	0.007081223	0.002158004	0.002750133	0.007061651	0.003333454	0.000900257	0.00132143	0.00781661	0.002117353	0.002114531	0.006772509	0.002009531	0.001069309	0.004958382	0.004767806	0.004365113	0.010877104	0.010305562	0.004343675	0.003759365	0.002060673	0.003034672	0.011537065	0.042884564	0.006782607	0.018046907	0.010364632	0.010609258	0.010457743	0.005634576	0.034068689	0.003929264	0.005114776	0.004333474	0.002847856	0.002581084	0.001342931	0.001619823	0.001456359	0.00142342	0.001744616	0.001940919	0.001660945	0.000871514	0.001932517	0.000863293	0.001047927	0.000904276	0.003951214	0.002467263	0.002642398	0.002149594	0.006760812	0.00266669	0.001186891	0.002365924	0.001714828	0.001020972	0.0022403	0.011970604	0.012721592	0.000482258	0.000583371	0.001985417	0.002559928	0.00217053	0.004948177	0.00152203	0.001461828	0.001360972	0.008815549	0.588949293	0.001024554	0.033965801	0.008473921	0.00171698	0.001203677	0.000372606	0.000395176	0.001066968	0.00144506	0.000774495	0.001717619	0.000148665	0.000545944	0.002647834	0.000255594	0.000858643	0.001906923	0.000919216	0.001172724	0.002181563	0.000666151	0.001100841	0.001296477	0.001758502	0.00107652	0.002039183	0.00117551	0.002134349
73	Air transportation	3.02539E-05	0.004524848	0.001061008	0.000722981	0.005039163	0.000431675	9.78301E-05	0.000134339	0.000294233	0.000298789	0.0002984	0.000837304	0.002418086	0.001049474	0.000478879	0.001040145	0.000772075	0.000673332	0.000273551	0.00071267	0.008129969	0.001348345	0.000123011	0.000343184	0.001315103	0.001341575	0.001303905	0.001292896	0.000242156	0.000382676	0.000331601	0.000415221	0.002040211	0.001237278	0.001671328	0.001934084	0.001051667	0.002430628	0.000876643	0.000957638	0.001029629	0.00150134	0.001666486	0.003275952	0.001485741	0.001088838	0.001384249	0.001078771	0.000448199	0.000735135	0.000576615	0.00259624	0.000732479	0.001973757	0.001114039	0.001909245	0.001394655	0.000951042	0.001176564	0.000544312	0.000300868	0.000287389	0.00243643	0.001737787	0.011923017	0.00036188	0.000438862	0.016693391	0.002578004	0.000296043	0.001528074	0.000659517	0.312552307	0.001120406	0.061697606	0.00132474	0.000730139	0.002285771	0.00605261	0.00983195	0.01799038	0.001850309	0.003973502	4.16041E-07	0.000513475	0.018362803	0.003397688	0.004175925	0.00070506	0.007784344	0.003104624	0.017808734	0.001695224	0.000465348	0.001114183	0.006398304	0.003384002	0.005118166	0.007785247	0.011129085
74	Other transportation and packing	0.006665935	0.0037388	0.00427374	0.005734753	0.002928419	0.004142983	0.00858833	0.024834231	0.007470384	0.006604814	0.026668269	0.005955783	0.004300526	0.0060763	0.009213241	0.008006028	0.010220185	0.008356076	0.003538487	0.004268269	0.004774922	0.006407071	0.011714086	0.005822355	0.023204771	0.010363344	0.014050916	0.011471188	0.004413309	0.005846617	0.009114694	0.007743306	0.003709939	0.004990622	0.004168607	0.00331076	0.003259792	0.004446315	0.002893865	0.003397276	0.003423747	0.008527023	0.00305423	0.003977352	0.00664516	0.003532503	0.003141543	0.004326498	0.002730038	0.003722269	0.00273569	0.007802597	0.005860531	0.005598196	0.00591206	0.0048661	0.006045313	0.005055909	0.005826405	0.013638918	0.028027901	0.001010366	0.000857898	0.001564533	0.003104526	0.003353854	0.004297509	0.020464122	0.003927209	0.047694568	0.016441481	0.027946658	0.028949535	0.032988901	0.011928113	0.054951042	0.008389864	0.001055284	0.001484143	0.00232335	0.007226233	0.001312591	0.002285002	7.41939E-05	0.001013483	0.003098108	0.000676375	0.005272777	0.001870752	0.001487205	0.017901566	0.002799448	0.001714719	0.002653752	0.002170502	0.008808067	0.001692917	0.003098004	0.002445302	0.005310803
75	Mail	0.000993914	0.00149668	0.001803714	0.001299894	0.00280862	0.000681454	0.000753726	0.001137124	0.000985884	0.000950825	0.000807682	0.001467103	0.001620316	0.001258608	0.000889994	0.001377237	0.001266727	0.001011985	0.000475676	0.000954418	0.004177322	0.001277932	0.000181228	0.000513094	0.00131208	0.001947338	0.001511402	0.001481769	0.000416549	0.00050614	0.000650781	0.000696017	0.001301438	0.001195519	0.000939892	0.001104834	0.00100169	0.001435007	0.002151546	0.00096764	0.001005785	0.001111529	0.000840915	0.001496109	0.000802932	0.000850849	0.001111967	0.001029031	0.000678107	0.000749425	0.000881018	0.001189837	0.001107771	0.001502386	0.001137283	0.000932064	0.001150454	0.0014895	0.001278211	0.002087185	0.004588652	0.005972134	0.003157064	0.001087648	0.003849431	0.001699362	0.001946288	0.005018532	0.003789755	0.002058009	0.002926933	0.001131531	0.000362462	0.004138315	0.005829803	0.002545123	0.002742657	0.013956987	0.005327984	0.001095535	0.011174556	0.021879246	0.017483089	2.01086E-05	0.001970459	0.005739571	0.000766968	0.002349655	0.001383266	0.003452258	0.01382477	0.00773749	0.001595838	0.01589719	0.002585768	0.003516368	0.003032036	0.008106009	0.013193395	0.002781393
76	Hotels	0.00059896	0.004095567	0.003764456	0.008987556	0.010726761	0.001983289	0.003635137	0.001660212	0.002778662	0.003267461	0.001006967	0.002457307	0.003135088	0.004787272	0.003000009	0.004170746	0.005331247	0.002808531	0.000716092	0.002284862	0.005053274	0.003039793	0.000548808	0.00107918	0.00420833	0.003945887	0.003622242	0.005285324	0.001286135	0.000907017	0.002203395	0.001749878	0.004079691	0.00351529	0.003577367	0.003556745	0.002981963	0.00415836	0.005980968	0.004164529	0.002786341	0.003396844	0.001626422	0.004271877	0.002711003	0.00175303	0.002526222	0.005360422	0.001414512	0.001524253	0.002660356	0.005602969	0.002053309	0.003057734	0.003426166	0.003438292	0.004536698	0.001713275	0.004328637	0.002352171	0.002752995	0.006300462	0.008098555	0.000466385	0.011985698	0.005168284	0.003827234	0.010629127	0.00540326	0.006329383	0.010292231	0.004025975	0.000837767	0.0084322	0.01756905	0.006817301	0.004506435	0.002090588	0.004187491	0.007849433	0.010552413	0.009997735	0.012982017	1.42841E-05	0.005152365	0.006026301	0.003327744	0.004032688	0.003812475	0.009218239	0.004495242	0.00522322	0.003117013	0.013173651	0.012992755	0.009846403	0.015928731	0.009331658	0.009679904	0.001105659
77	Eating and drinking services	0.001807296	0.012605761	0.011611671	0.027770345	0.033188117	0.005931634	0.011076011	0.004846298	0.014378493	0.010067973	0.00294709	0.007495695	0.009683741	0.014787691	0.009265127	0.012893246	0.016470071	0.008677845	0.002187301	0.007056066	0.015607383	0.009388997	0.001469176	0.003162678	0.013001383	0.012222412	0.011217678	0.016426766	0.003951392	0.002795371	0.006701648	0.005405607	0.012623074	0.010870193	0.011066052	0.01100003	0.009215656	0.012859616	0.018503768	0.012889003	0.00860576	0.0105003	0.005020769	0.013210445	0.008387164	0.00540686	0.007801686	0.016575397	0.00437227	0.004707171	0.008226122	0.017321655	0.006308235	0.009453907	0.010598819	0.010586133	0.014017094	0.005286676	0.013380301	0.007137276	0.008344759	0.019477803	0.025050616	0.001321278	0.03706037	0.015995917	0.011826326	0.032821832	0.018102411	0.019438421	0.031792215	0.012446843	0.002569721	0.026000311	0.054345501	0.032772802	0.020234903	0.006340124	0.012429799	0.024115136	0.03232532	0.030883322	0.040099017	1.77511E-05	0.015857682	0.018476787	0.009673134	0.012655702	0.01177831	0.028379023	0.013835127	0.016077983	0.018826885	0.053914948	0.098622248	0.030264772	0.048624401	0.028612357	0.029863673	0.003793476
78	Communications	0.000954071	0.008614614	0.002911406	0.008362772	0.011251595	0.001965275	0.002792256	0.000661588	0.002829562	0.001730706	0.001389719	0.004339421	0.003471044	0.003285309	0.001697198	0.002514565	0.004281747	0.002917774	0.000913431	0.002532709	0.036769279	0.004584526	0.000530066	0.000775529	0.00474193	0.003354947	0.004055169	0.00326824	0.000699504	0.000946756	0.00147169	0.001559949	0.005058875	0.002735365	0.004175958	0.004731213	0.003776221	0.00650135	0.006079944	0.004589234	0.004516443	0.004514996	0.002953644	0.010438486	0.003123638	0.004187361	0.007958875	0.00364238	0.001768153	0.002477217	0.002463698	0.00414909	0.002479429	0.004017248	0.00300507	0.004632258	0.003380817	0.003377599	0.00474234	0.001093745	0.001948606	0.008993408	0.006760235	0.018087507	0.015702045	0.009726948	0.010994577	0.058024546	0.037991315	0.01176048	0.01272506	0.015562806	0.002723169	0.02035279	0.028147798	0.012016942	0.013820417	0.356380678	0.091790879	0.043478732	0.03677826	0.047221328	0.03899701	5.40853E-06	0.016763939	0.014106444	0.059321608	0.007660576	0.008428385	0.03668959	0.024901864	0.007503443	0.005998727	0.037241148	0.005429091	0.01356631	0.01715786	0.014225539	0.036169001	0.062722341
79	Broadcasting	0.000193261	0.000597512	0.000280106	0.000400156	0.000507719	0.000134226	0.000219756	4.51758E-05	0.00022495	0.000193951	0.000111768	0.000575192	0.0002869	0.000224344	9.10125E-05	0.000202499	0.000350705	0.000212527	6.51662E-05	0.000138088	0.001148169	0.000237612	4.90363E-05	6.39265E-05	0.000246393	0.000196755	0.000322774	0.0002327	6.74407E-05	7.25007E-05	0.000110283	0.00012178	0.000236027	0.000188542	0.00023401	0.000265038	0.000239675	0.000366055	0.000278075	0.000284684	0.000281813	0.000306361	0.000207565	0.000371964	0.000225074	0.000323541	0.000333635	0.000331867	0.000114563	0.00013496	0.000182642	0.000334893	0.000185209	0.000289531	0.00014783	0.000329028	0.00030932	0.000223775	0.000322221	6.97331E-05	8.93766E-05	0.000408568	0.000240211	0.000476885	0.001323568	0.000486522	0.000529364	0.001938178	0.002040694	0.007336382	0.001486226	0.000528076	0.000293218	0.001385805	0.00204794	0.004720796	0.010684327	0.008694903	0.071422254	0.002864433	0.007190789	0.002058024	0.002032706	2.7736E-07	0.000902985	0.001284978	0.420485539	0.001066232	0.000488308	0.003365817	0.001435096	0.001977041	0.000615504	0.002380163	0.001419014	0.014383324	0.017375089	0.001681355	0.003597743	0.001526269
80	Information services	0.003500356	0.007175944	0.001362334	0.003617362	0.005061982	0.003705377	0.002727196	0.001364192	0.004540405	0.008840782	0.004238749	0.012111791	0.004232642	0.006844393	0.004869593	0.00564232	0.010330108	0.006743256	0.002696112	0.00629906	0.033917259	0.009159835	0.000631352	0.001031235	0.009817926	0.006978075	0.016999431	0.010936916	0.002342212	0.003206865	0.003746976	0.004633478	0.005954025	0.006284412	0.009289532	0.014606562	0.008383243	0.011103268	0.017697822	0.010757266	0.012080479	0.01940332	0.005051883	0.0193377	0.011767909	0.018850902	0.016290794	0.038678371	0.003260083	0.004788635	0.004955646	0.007695227	0.004160232	0.009294135	0.005731064	0.010325881	0.00379867	0.006587367	0.006986197	0.019215592	0.010481612	0.039403474	0.027589993	0.086754583	0.011689553	0.003616859	0.006789019	0.047198847	0.042224149	0.003760164	0.02228311	0.005531674	0.003816967	0.041658603	0.018447388	0.013956072	0.003651119	0.07273026	0.020822227	0.06235078	0.032209659	0.095799784	0.136087545	7.07269E-05	0.01833268	0.034423972	0.013191178	0.030303416	0.004703323	0.051456695	0.036794413	0.020956733	0.016423304	0.034513595	0.005501706	0.035663163	0.002620035	0.018246049	0.055018786	0.008273917
81	"Image information, sound information and character information production"	0.000777012	0.00795619	0.002809549	0.004231099	0.002745868	0.001606315	0.003077071	0.000481479	0.002899636	0.002983524	0.001641724	0.002107823	0.003963085	0.002220625	0.000814009	0.002271404	0.005004096	0.002973388	0.000691056	0.001608398	0.009698094	0.002772736	0.000201271	0.000613189	0.001978701	0.001752604	0.004611057	0.002818492	0.000579037	0.000592594	0.00099292	0.001339809	0.00189516	0.002635342	0.002466299	0.002971099	0.002792802	0.004656767	0.002599294	0.003621237	0.003771392	0.003770003	0.002568349	0.003391477	0.002739242	0.003510726	0.003605497	0.00427839	0.001356579	0.001656404	0.002102793	0.004012503	0.0025595	0.003829229	0.001609829	0.004540923	0.004634378	0.002720261	0.004256468	0.00070521	0.00070912	0.003788465	0.00075495	0.003105441	0.007056155	0.003203401	0.003526603	0.006981154	0.005909438	0.009106999	0.009482919	0.001847951	0.000946334	0.008687044	0.027456049	0.007268557	0.003910248	0.029149826	0.294997975	0.025241771	0.091702202	0.009412335	0.012855072	0	0.003884284	0.017674649	0.256875273	0.007005631	0.001029777	0.02016177	0.021308303	0.030818655	0.005742225	0.027703513	0.007964558	0.047992679	0.015925523	0.014608727	0.049126191	0.005802313
82	Finance	0.006359098	0.012872611	0.01470557	0.0160087	0.042224382	0.003435827	0.003768147	0.001407584	0.006027385	0.013775755	0.004089022	0.024452931	0.021516011	0.01023617	0.008154831	0.011752258	0.010136435	0.006634013	0.004968093	0.006937668	0.014783574	0.010943716	0.003336303	0.004141762	0.014738226	0.016413569	0.023021984	0.011621452	0.003818441	0.004910782	0.010826522	0.006765791	0.017416693	0.012303765	0.009309135	0.009499964	0.008879789	0.01956009	0.018001819	0.010157894	0.006902612	0.006453834	0.007829502	0.005288748	0.006693209	0.013980684	0.006236064	0.010808091	0.004090837	0.005369879	0.011942473	0.014394175	0.010620254	0.016264957	0.003915719	0.008156934	0.007380274	0.015929959	0.029266708	0.02809194	0.008368658	0.010740671	0.039669195	0.002115795	0.019676384	0.017264747	0.03199408	0.049161576	0.027187852	0.110214622	0.016517836	0.020339426	0.003554951	0.015951086	0.006972098	0.022617021	0.006515793	0.009743435	0.004298659	0.006837207	0.003369086	0.218436792	0.018107575	0.515045345	0.224219264	0.007768633	0.002995323	0.106331043	0.009957157	0.010917713	0.12600808	0.004036659	0.012174015	0.011602213	0.01536862	0.019075202	0.008480169	0.010158665	0.125622609	0.008218666
83	Insurance	0.005548195	0.020329908	0.011195756	0.007086201	0.038109382	0.002899363	0.002290575	0.001270868	0.002596211	0.003959685	0.001247373	0.007208099	0.006575906	0.004080019	0.002660059	0.003753956	0.007142352	0.004039002	0.001928845	0.003423355	0.003155421	0.00618559	0.001591116	0.000896653	0.003776009	0.004850826	0.006014868	0.006402912	0.001515034	0.001735314	0.002432994	0.003046596	0.002708833	0.00373584	0.002892838	0.003666866	0.004074471	0.00578176	0.002620503	0.001645237	0.002703404	0.00374862	0.001466593	0.003546991	0.004708007	0.009793323	0.003231557	0.00575752	0.001738926	0.002929913	0.003974109	0.002937341	0.006734354	0.006907266	0.001040337	0.001419004	0.001899335	0.003426549	0.008012832	0.003004273	0.001314785	0.001193772	0.003706119	0.001029022	0.004593882	0.003432477	0.006397581	0.01162202	0.00457603	0.006240231	0.029047604	0.009608672	0.001918742	0.009259059	0.00975047	0.00554534	0.002853441	0.006961195	0.00486992	0.005004279	0.003818671	0.014625459	0.007211726	0.03618721	0.024228199	0.006281881	0.002984906	0.038647481	0.001783065	0.005700072	0.006548694	0.002603808	0.001937104	0.003120953	0.017544795	0.012462563	0.003101238	0.011167557	0.007975314	0.002029915
84	Housing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	Real estate	0.001036071	0.059664175	0.003709284	0.002090386	0.014604064	0.004956905	0.002622619	0.001367164	0.004357065	0.003642258	0.001338053	0.002613846	0.005324249	0.004863321	0.00268019	0.003707195	0.004182294	0.005024172	0.002254308	0.003823136	0.014373076	0.005521147	0.000511247	0.000974037	0.004791813	0.00793692	0.005871413	0.004788618	0.00148112	0.002180329	0.001627893	0.002056201	0.008537902	0.004524517	0.005321156	0.005809056	0.004969221	0.006267647	0.005483733	0.004298477	0.004343139	0.005207573	0.005461046	0.004907263	0.00626245	0.008990694	0.005047965	0.005583841	0.00233748	0.002654131	0.002959722	0.008611525	0.003255773	0.007280656	0.005144422	0.004708188	0.004232804	0.005545416	0.004322538	0.009063406	0.014435788	0.005327759	0.010843828	0.001136649	0.010172945	0.010380203	0.004011821	0.100547887	0.042297625	0.00520013	0.054154862	0.071621579	0.004148654	0.095836452	0.061080948	0.021125069	0.017310132	0.035159249	0.017590219	0.082707183	0.028903534	0.046211565	0.037684795	0.011365258	0.170032212	0.010218942	0.00161839	0.025240823	0.004933228	0.033621073	0.005845155	0.009182584	0.044719252	0.008059142	0.035641765	0.026950356	0.078200961	0.081525306	0.039688008	0.060693065
86	Research	0.000245503	0.000516297	0.000275862	0.000143614	0.001386245	7.75478E-05	9.30109E-05	3.15042E-05	0.000130265	0.000164829	4.11222E-05	0.000192944	0.000150635	0.000224344	6.03915E-05	0.000118328	0.000104688	0.000198623	5.63301E-05	6.22474E-05	0.000115788	0.000143386	6.11997E-06	0.000123647	0.000163254	0.000339605	9.47828E-05	0.000355833	4.26652E-05	5.56647E-05	4.5167E-05	8.10302E-05	7.92847E-05	0.00013478	0.000265165	0.000389221	0.000135422	0.000201509	0.000228587	0.000400058	0.000207343	0.000504484	0.000153436	0.000131394	0.000361636	0.000927068	0.000553521	0.000159818	0.000107426	0.000126472	0.00043164	0.000407568	0.000231859	0.000242747	0.00011764	0.000193676	0.00014652	8.39155E-05	0.000266823	0.000176578	0.000190539	0.000108897	0.000995161	0.000145253	0.000505082	0.000433356	0.001285326	0.00080326	0.000623109	0.00019034	0.00036293	9.88961E-05	0.00146139	0.000455149	0.000188866	0.000259814	5.87622E-05	0.000704325	0.000545295	0.000750058	0.000251142	0.000293896	0.000911134	4.43777E-06	0.000136423	0.000219473	9.24528E-05	0.000214336	0.000341432	0.001010062	0.000661067	0.000510824	0.000298105	0.000532974	0.0012284	0.000377865	0.000265349	0.000307106	0.00023771	0.000214617
87	Advertising	0.000721794	0.005734374	0.00317878	0.002069519	0.004305156	0.010974215	0.002959	0.003068391	0.020013501	0.056808098	0.002308115	0.180271651	0.004172685	0.006753134	0.005606482	0.00621932	0.010387687	0.006676717	0.0006038	0.009144531	0.081660091	0.054693743	0.000287715	0.000315427	0.003506942	0.00184357	0.011732579	0.004058169	0.000691395	0.001015616	0.001211227	0.001539809	0.002511535	0.002588082	0.006489983	0.005358821	0.005637194	0.011010264	0.002832594	0.009319916	0.00481709	0.006422422	0.015455275	0.006754389	0.006640523	0.010328409	0.007468498	0.005764044	0.008536878	0.004492701	0.003881912	0.001916594	0.002239911	0.012591968	0.006410401	0.008447998	0.010316104	0.010020909	0.015579434	0.005069553	0.014279952	0.00064765	0.000343159	0.016852856	0.00236053	0.003665701	0.001758574	0.014325243	0.028618455	0.011587443	0.013475392	0.002723528	0.004884264	0.022651156	0.006699039	0.008884059	0.017388903	0.038289396	0.035661223	0.041607809	0.059270782	0.098440692	0.050907961	7.48873E-06	0.046151678	0.005874794	0.001354425	0.01967301	0.00364313	0.049029391	0.004330818	0.022377102	0.003761508	0.004414788	0.005060344	0.031675257	0.036614953	0.032632472	0.008733077	0.007898658
88	Rental of office equipment and goods	0.012181396	0.025640803	0.013759151	0.007086201	0.068593465	0.003821808	0.004596089	0.001566294	0.0064505	0.008085364	0.002033967	0.009614439	0.007438588	0.011042287	0.002928844	0.005826928	0.005150659	0.009789142	0.00277306	0.003063845	0.00547323	0.0070646	0.000309288	0.006093201	0.008085618	0.016873114	0.004508589	0.017577746	0.002096838	0.002734397	0.002216569	0.003991325	0.003918564	0.006652245	0.013062929	0.019084079	0.006699071	0.009915676	0.011151277	0.019681054	0.010171716	0.024710617	0.007569087	0.006316411	0.017751335	0.045591216	0.027156995	0.007492686	0.005300135	0.006249134	0.021248243	0.020092463	0.011478759	0.011899917	0.005810861	0.00952862	0.007277167	0.004153817	0.013160235	0.008738221	0.009330848	0.005051832	0.049414914	0.006812019	0.025117822	0.021531287	0.063545943	0.039272835	0.030423711	0.00948467	0.018136214	0.004849479	0.07197312	0.022299803	0.009256689	0.012724174	0.002926245	0.034225237	0.026970587	0.036957028	0.012180292	0.01357443	0.04351742	0.000247544	0.006885216	0.011007628	0.00457037	0.011414835	0.016885542	0.049819607	0.032518911	0.025289613	0.014653215	0.026065376	0.060658321	0.018418542	0.013314195	0.015159537	0.011315287	0.010690909
89	Automobile maintenance services	0.018084041	0.025637902	0.037160743	0.007151257	0.048398782	0.003186488	0.004349345	0.002299807	0.005691938	0.004932934	0.002690868	0.010251519	0.005070548	0.011209594	0.004153401	0.004951059	0.011738164	0.014354495	0.004464803	0.007570052	0.011147109	0.00668821	0.001501918	0.003980264	0.008386429	0.017120405	0.011020427	0.015261177	0.003375701	0.004120404	0.004738015	0.005147996	0.007300769	0.007049084	0.007199891	0.006328698	0.012235236	0.007965569	0.004960575	0.008295125	0.008385458	0.006570777	0.004228869	0.005205596	0.004573552	0.016181693	0.004995121	0.00759298	0.002455273	0.005740317	0.002360989	0.00474839	0.012262762	0.002894431	0.005734182	0.009902216	0.003527337	0.004153817	0.007629623	0.033799728	0.004014415	0.011783788	0.062935383	0.039064325	0.036736064	0.006681941	0.009617605	0.008393077	0.006741763	0.00462309	0.045074029	0.001737926	0.002395328	0.010438024	0.015054634	0.005546059	0.003586951	0.005798699	0.00751038	0.027045146	0.004581193	0.006770545	0.004726297	0.00052435	0.003946581	0.028385635	0.002657321	0.130676636	0.004584397	0.010145033	0.019961842	0.015072419	0.003814818	0.009255708	0.006331859	0.015838581	0.014709225	0.010243069	0.010745586	0.01561208
90	Other services for businesses	0.001388206	0.032509289	0.002839257	0.013476424	0.030721779	0.014643124	0.014719823	0.003057691	0.02591665	0.019676405	0.008121106	0.073202253	0.024897368	0.022369757	0.007461605	0.01872546	0.022021163	0.028401123	0.006641427	0.017551239	0.057949322	0.031471537	0.002086757	0.005893852	0.057202458	0.066866477	0.023705958	0.047838182	0.004925935	0.0078507	0.007413781	0.013316125	0.020289941	0.02949788	0.038065817	0.034809311	0.028078491	0.037186171	0.036946266	0.035084705	0.035685066	0.037011617	0.02526879	0.030773381	0.032069238	0.038224447	0.040737956	0.045041732	0.018036005	0.02252457	0.02321066	0.050228417	0.013474278	0.027217718	0.029730381	0.028680497	0.033878714	0.020503353	0.024808472	0.048945353	0.031776479	0.077655753	0.07278405	0.29963958	0.081954503	0.099709547	0.140494562	0.135144576	0.131391212	0.061356194	0.112664392	0.01375643	0.015049022	0.192483175	0.055151024	0.020662058	0.021304417	0.179499177	0.135132887	0.336575047	0.06873188	0.15574883	0.223013869	0.009491273	0.20213759	0.238857325	0.073153817	0.151967029	0.047306975	0.360753137	0.151738164	0.163393482	0.083371243	0.101453974	0.085245996	0.067411135	0.061680122	0.073021446	0.126542857	0.047042235
91	Public administration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368840352
